127.0.0.1 - - [30/Apr/2024:09:32:18 +0900] "GET / HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:22 +0900] "GET /testtt/user/logout.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:22 +0900] "GET /testtt/user/login.jsp HTTP/1.1" 200 4910
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:23 +0900] "GET /testtt/user/login.jsp HTTP/1.1" 200 4910
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:23 +0900] "GET /testtt/static/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:23 +0900] "GET /testtt/user/login.jsp HTTP/1.1" 200 4910
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:23 +0900] "GET /testtt/user/login.jsp HTTP/1.1" 200 4910
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:23 +0900] "GET /testtt/user/login.jsp HTTP/1.1" 200 4910
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:27 +0900] "POST /testtt/user/login_pro.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:27 +0900] "GET /testtt/user/complete.jsp?msg=0 HTTP/1.1" 200 4414
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:27 +0900] "GET /testtt/static/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:27 +0900] "GET /testtt/static/js/validation.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:27 +0900] "GET /testtt HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:27 +0900] "GET /testtt/ HTTP/1.1" 200 4476
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:29 +0900] "GET /testtt/user/update.jsp HTTP/1.1" 200 10580
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:30 +0900] "GET /testtt HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:30 +0900] "GET /testtt/ HTTP/1.1" 200 4476
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:32 +0900] "GET /testtt/user/logout.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:32 +0900] "GET /testtt/user/login.jsp HTTP/1.1" 200 4910
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:37 +0900] "POST /testtt/user/login_pro.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:37 +0900] "GET /testtt/user/complete.jsp?msg=0 HTTP/1.1" 200 4414
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:38 +0900] "GET /testtt HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2024:12:52:38 +0900] "GET /testtt/ HTTP/1.1" 200 4476
